amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_night_transaction,amount_to_trust_ratio,amount_velocity_ratio,is_high_risk_location,location_anomaly_score,is_high_amount,is_low_trust,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,time_of_day_category_Afternoon,time_of_day_category_Evening,time_of_day_category_Morning,time_of_day_category_Night,is_fraud
22.49,4,0,0,49,3,65,1,0.4589795824698044,5.6225,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22.96,5,0,1,88,1,36,1,0.2609090879442149,11.48,1,1,0,0,0,0,1,0,0,0,0,0,1,0
384.2,18,0,0,86,2,60,0,4.467441808518118,128.06666666666666,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23.21,20,0,0,89,1,64,0,0.2607865139237471,11.605,0,0,0,0,0,0,0,1,0,0,1,0,0,0
452.23,2,0,0,70,3,60,1,6.460428479136737,113.0575,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47.83,13,0,0,68,0,18,0,0.7033823425973185,47.83,0,0,0,0,0,0,0,0,1,1,0,0,0,0
115.82,22,1,0,36,3,23,0,3.217222132854941,28.955,1,1,0,1,0,0,0,1,0,0,1,0,0,0
45.72,21,1,0,81,1,49,0,0.5644444374759946,22.86,1,1,0,0,0,0,0,0,1,0,1,0,0,0
516.27,7,0,0,70,4,45,0,7.375285608924491,103.25399999999999,0,0,1,0,1,0,0,0,0,0,0,1,0,0
131.04,11,0,0,82,0,51,0,1.5980487609994054,131.04,0,0,0,0,1,0,0,0,0,0,0,1,0,0
141.45,16,0,0,79,3,57,0,1.7905063064492872,35.3625,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10.41,3,0,0,66,0,42,1,0.1577272703374656,10.41,0,0,0,0,1,0,0,0,0,0,0,0,1,0
126.55,7,0,0,58,3,40,0,2.1818965141052327,31.6375,0,0,0,0,1,0,0,0,0,0,0,1,0,0
222.4,2,0,0,29,4,30,1,7.668965252794302,44.480000000000004,0,0,0,1,0,1,0,0,0,0,0,0,1,0
21.46,12,0,0,51,3,43,0,0.4207843054748176,5.365,0,0,0,0,0,0,0,1,0,1,0,0,0,0
60.8,15,1,0,49,3,49,0,1.2408163012078306,15.2,1,1,0,0,0,1,0,0,0,1,0,0,0,0
36.34,11,0,0,50,3,69,0,0.7267999854640004,9.085,0,0,0,0,0,0,0,1,0,0,0,1,0,0
76.79,17,0,0,28,0,42,0,2.742499902053575,76.79,0,0,0,1,0,0,0,1,0,1,0,0,0,0
125.69,10,0,0,46,3,49,0,2.7323912449480163,31.4225,0,0,0,0,0,0,0,1,0,0,0,1,0,0
78.59,21,0,0,84,2,25,0,0.9355952269571998,26.19666666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0
289.5,7,0,0,80,2,31,0,3.618749954765626,96.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
122.27,21,0,0,65,1,66,0,1.8810768941372786,61.135,0,0,0,0,0,1,0,0,0,0,1,0,0,0
462.21,16,0,0,75,0,65,0,6.162799917829334,462.21,0,0,0,0,0,1,0,0,0,1,0,0,0,0
280.05,20,0,1,73,1,34,0,3.8363013173109413,140.025,1,1,0,0,0,1,0,0,0,0,1,0,0,0
214.63,23,0,0,87,4,23,0,2.46701146589642,42.926,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2.06,11,0,0,27,1,25,0,0.07629629347050765,1.03,0,0,0,1,1,0,0,0,0,0,0,1,0,0
335.72,4,0,0,25,1,43,1,13.428799462848023,167.86,0,0,0,1,0,0,0,0,1,0,0,0,1,0
98.84,3,0,1,67,3,53,1,1.4752238585787485,24.71,1,1,0,0,0,0,1,0,0,0,0,0,1,0
598.76,17,0,0,34,6,21,0,17.610587717335655,85.53714285714285,0,0,1,1,0,0,0,0,1,1,0,0,0,0
268.22,18,0,0,69,2,53,0,3.8872463204746914,89.40666666666668,0,0,0,0,0,0,1,0,0,0,1,0,0,0
61.35,10,0,0,44,2,48,0,1.394318150129133,20.45,0,0,0,0,1,0,0,0,0,0,0,1,0,0
59.03,20,0,0,64,3,36,0,0.9223437355883792,14.7575,0,0,0,0,0,1,0,0,0,0,1,0,0,0
196.75,16,0,0,93,1,44,0,2.115591375101168,98.375,0,0,0,0,1,0,0,0,0,1,0,0,0,0
253.27,0,0,0,58,3,30,1,4.366724062642689,63.3175,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32.01,8,0,0,68,2,34,0,0.4707352871950693,10.67,0,0,0,0,0,0,0,0,1,0,0,1,0,0
91.5,19,0,0,44,2,58,0,2.0795454072830593,30.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
13.08,9,0,0,26,2,69,0,0.5030769037278113,4.36,0,0,0,1,0,0,1,0,0,0,0,1,0,0
69.67,2,0,0,83,3,56,1,0.839397580248222,17.4175,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25.98,21,0,0,35,0,45,0,0.7422856930775517,25.98,0,0,0,1,0,1,0,0,0,0,1,0,0,0
288.17,7,0,0,71,0,38,0,4.058732337200953,288.17,0,0,0,0,0,0,0,1,0,0,0,1,0,0
487.67,1,0,0,78,2,35,1,6.252179407023341,162.55666666666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0
119.96,22,1,0,28,3,40,0,4.2842855612755155,29.99,1,1,0,1,0,0,1,0,0,0,1,0,0,0
36.61,15,0,0,31,1,19,0,1.1809677038397515,18.305,0,0,0,1,0,0,0,1,0,1,0,0,0,0
417.95,9,0,0,82,2,61,0,5.096951157354254,139.31666666666666,0,0,0,0,0,0,1,0,0,0,0,1,0,0
109.69,12,0,0,45,1,47,0,2.4375555013876555,54.845,0,0,0,0,0,0,1,0,0,1,0,0,0,0
335.43,20,1,1,29,2,44,0,11.566551325291334,111.81,1,2,0,1,0,0,1,0,0,0,1,0,0,1
332.05,9,0,0,59,3,67,0,5.627966006305662,83.0125,0,0,0,0,1,0,0,0,0,0,0,1,0,0
135.36,5,0,0,58,3,23,1,2.333793063210465,33.84,0,0,0,0,0,0,1,0,0,0,0,0,1,0
397.67,2,0,0,52,2,38,1,7.647499852932696,132.55666666666667,0,0,0,0,0,0,0,1,0,0,0,0,1,0
433.82,7,0,0,35,2,39,0,12.394856788718378,144.60666666666665,0,0,0,1,1,0,0,0,0,0,0,1,0,0
457.6,3,1,0,51,1,24,1,8.972548843675513,228.8,1,1,0,0,0,0,1,0,0,0,0,0,1,0
166.88,7,0,0,45,5,46,0,3.70844436203457,27.813333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0
214.38,5,0,0,38,2,59,1,5.6415787989058215,71.46,0,0,0,1,1,0,0,0,0,0,0,0,1,0
318.2,20,0,0,99,3,39,0,3.2141413816753395,79.55,0,0,0,0,0,1,0,0,0,0,1,0,0,0
209.5,16,0,0,84,3,64,0,2.4940475893565766,52.375,0,0,0,0,0,0,0,0,1,1,0,0,0,0
141.14,3,0,0,79,0,58,1,1.7865822558660474,141.14,0,0,0,0,0,0,1,0,0,0,0,0,1,0
193.05,1,0,0,26,1,55,1,7.424999714423088,96.525,0,0,0,1,0,0,1,0,0,0,0,0,1,0
47.07,3,0,0,25,1,36,1,1.882799924688003,23.535,0,0,0,1,0,0,1,0,0,0,0,0,1,0
199.96,14,0,0,36,1,65,0,5.554444290154326,99.98,0,0,0,1,0,0,1,0,0,1,0,0,0,0
120.46,10,0,0,38,1,39,0,3.1699999165789494,60.23,0,0,0,1,0,1,0,0,0,0,0,1,0,0
282.61,8,0,0,73,1,21,0,3.871369809981236,141.305,0,0,0,0,0,0,1,0,0,0,0,1,0,0
52.34,7,1,0,63,0,57,0,0.8307936376064503,52.34,1,1,0,0,1,0,0,0,0,0,0,1,0,0
938.66,17,0,0,87,1,43,0,10.789195278285112,469.33,0,0,1,0,0,0,0,0,1,1,0,0,0,0
55.05,16,0,0,74,1,37,0,0.7439189088659607,27.525,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.08,8,0,0,38,2,57,0,0.21263157335180072,2.6933333333333334,0,0,0,1,0,0,0,0,1,0,0,1,0,0
630.1,12,0,1,77,2,45,0,8.18311677684264,210.03333333333333,1,1,1,0,0,0,0,0,1,1,0,0,0,0
17.06,16,0,0,70,3,19,0,0.2437142822326531,4.265,0,0,0,0,0,0,0,1,0,1,0,0,0,0
103.1,20,0,0,79,2,28,0,1.3050632746194522,34.36666666666667,0,0,0,0,0,0,1,0,0,0,1,0,0,0
259.36,12,0,0,51,3,56,0,5.08549009636294,64.84,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6.26,23,0,0,33,1,44,0,0.18969696394857685,3.13,0,0,0,1,1,0,0,0,0,0,1,0,0,0
208.01,9,0,0,67,3,43,0,3.104626819333928,52.0025,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30.08,6,0,0,72,1,56,0,0.4177777719753087,15.04,0,0,0,0,0,1,0,0,0,0,0,1,0,0
211.33,2,0,0,40,0,55,1,5.283249867918754,211.33,0,0,0,0,0,1,0,0,0,0,0,0,1,0
133.27,21,1,1,58,1,48,0,2.2977585810731282,66.635,1,2,0,0,0,0,1,0,0,0,1,0,0,0
172.39,14,1,0,77,3,42,0,2.2388311397554395,43.0975,1,1,0,0,0,0,0,1,0,1,0,0,0,0
24.26,19,0,1,52,1,41,0,0.4665384525665683,12.13,1,1,0,0,0,1,0,0,0,0,1,0,0,0
69.12,2,0,0,56,0,56,1,1.2342856922448986,69.12,0,0,0,0,0,0,1,0,0,0,0,0,1,0
40.43,14,0,1,46,0,66,0,0.878913024371456,40.43,1,1,0,0,0,0,0,0,1,1,0,0,0,0
299.04,17,0,0,65,1,18,0,4.600615313836688,149.52,0,0,0,0,0,0,1,0,0,1,0,0,0,0
42.18,21,0,0,70,1,30,0,0.6025714199632655,21.09,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20.05,23,0,1,86,1,40,0,0.23313953217279615,10.025,1,1,0,0,0,1,0,0,0,0,1,0,0,0
606.71,7,0,0,66,5,33,0,9.19257561829431,101.11833333333334,0,0,1,0,0,0,0,0,1,0,0,1,0,0
20.11,6,0,0,90,2,43,0,0.2234444419617284,6.703333333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26.19,1,0,0,26,0,64,1,1.0073076535650902,26.19,0,0,0,1,0,0,1,0,0,0,0,0,1,0
67.64,13,0,1,94,1,64,0,0.7195744604300589,33.82,1,1,0,0,0,1,0,0,0,1,0,0,0,0
49.11,17,0,0,53,1,43,0,0.926603756101816,24.555,0,0,0,0,1,0,0,0,0,1,0,0,0,0
72.08,13,0,0,57,3,19,0,1.2645613813234846,18.02,0,0,0,0,0,1,0,0,0,1,0,0,0,0
53.27,17,0,0,63,3,48,0,0.845555542134039,13.3175,0,0,0,0,0,0,0,1,0,1,0,0,0,0
177.98,20,0,0,65,2,34,0,2.738153804028403,59.32666666666666,0,0,0,0,0,1,0,0,0,0,1,0,0,0
415.84,8,0,1,79,2,45,0,5.263797401724084,138.61333333333332,1,1,0,0,0,0,0,0,1,0,0,1,0,0
171.84,18,0,0,53,2,21,0,3.2422640897686024,57.28,0,0,0,0,1,0,0,0,0,0,1,0,0,0
565.54,8,0,0,78,1,35,0,7.2505127275575285,282.77,0,0,1,0,0,0,1,0,0,0,0,1,0,0
516.78,15,0,0,60,2,38,0,8.612999856450003,172.26,0,0,1,0,0,0,1,0,0,1,0,0,0,0
92.06,20,0,0,70,1,68,0,1.3151428383551025,46.03,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29.98,2,0,0,75,1,20,1,0.39973332800355565,14.99,0,0,0,0,0,0,0,1,0,0,0,0,1,0
262.39,4,0,0,34,1,35,1,7.717352714195509,131.195,0,0,0,1,0,0,1,0,0,0,0,0,1,0
595.88,8,0,0,96,2,23,0,6.207083268676216,198.62666666666667,0,0,1,0,0,1,0,0,0,0,0,1,0,0
69.86,19,0,0,43,2,32,0,1.6246511250081135,23.286666666666665,0,0,0,0,0,0,0,0,1,0,1,0,0,0
111.09,22,0,0,61,3,27,0,1.8211475111287294,27.7725,0,0,0,0,0,0,0,0,1,0,1,0,0,0
155.13,5,0,0,32,3,46,1,4.847812348505864,38.7825,0,0,0,1,1,0,0,0,0,0,0,0,1,0
356.66,18,0,0,60,3,18,0,5.944333234261113,89.165,0,0,0,0,0,1,0,0,0,0,1,0,0,0
451.12,20,0,0,72,1,64,0,6.265555468533952,225.56,0,0,0,0,1,0,0,0,0,0,1,0,0,0
63.7,13,0,0,78,5,57,0,0.8166666561965814,10.616666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0
385.43,7,0,0,74,1,41,0,5.208513443128197,192.715,0,0,0,0,0,0,1,0,0,0,0,1,0,0
77.58,9,0,0,69,2,50,0,1.1243478097920607,25.86,0,0,0,0,1,0,0,0,0,0,0,1,0,0
93.9,0,0,0,56,0,21,1,1.676785684343113,93.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0
119.75,10,0,0,67,1,33,0,1.7873134061595015,59.875,0,0,0,0,1,0,0,0,0,0,0,1,0,0
193.92,5,0,0,26,3,68,1,7.458461251597644,48.48,0,0,0,1,0,0,1,0,0,0,0,0,1,0
49.59,8,0,0,79,1,34,0,0.6277215110414999,24.795,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7.37,23,0,0,38,3,42,0,0.19394736331717466,1.8425,0,0,0,1,0,0,0,1,0,0,1,0,0,0
249.28,4,0,0,82,1,23,1,3.0399999629268297,124.64,0,0,0,0,0,0,0,0,1,0,0,0,1,0
83.44,13,0,0,58,1,23,0,1.438620664851368,41.72,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12.15,14,0,0,65,2,18,0,0.18692307404733732,4.05,0,0,0,0,0,0,0,1,0,1,0,0,0,0
244.05,20,0,0,44,2,60,0,5.546590783032028,81.35000000000001,0,0,0,0,0,0,0,0,1,0,1,0,0,0
218.3,10,0,0,48,1,53,0,4.547916571918405,109.15,0,0,0,0,0,0,0,1,0,0,0,1,0,0
98.9,10,1,0,76,2,37,0,1.3013157723511084,32.96666666666667,1,1,0,0,0,0,1,0,0,0,0,1,0,0
251.93,13,0,0,40,2,60,0,6.298249842543754,83.97666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0
64.58,15,0,0,53,1,26,0,1.2184905430473483,32.29,0,0,0,0,0,0,0,0,1,1,0,0,0,0
294.86,8,0,0,53,4,53,0,5.563396121445357,58.972,0,0,0,0,0,0,1,0,0,0,0,1,0,0
214.72,12,0,0,47,4,68,0,4.56851054109552,42.944,0,0,0,0,0,1,0,0,0,1,0,0,0,0
53.86,3,0,0,79,2,65,1,0.681772143268707,17.953333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7.12,5,1,0,87,1,60,1,0.08183907951909104,3.56,1,1,0,0,0,1,0,0,0,0,0,0,1,0
10.77,15,0,0,57,3,23,0,0.18894736510618657,2.6925,0,0,0,0,0,0,0,1,0,1,0,0,0,0
172.57,20,0,0,88,1,56,0,1.9610227049883784,86.285,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36.71,8,0,1,73,1,43,0,0.5028767054400451,18.355,1,1,0,0,0,0,0,1,0,0,0,1,0,0
97.42,0,0,0,78,4,62,1,1.2489743429618674,19.484,0,0,0,0,0,1,0,0,0,0,0,0,1,0
329.2,3,0,0,44,3,52,1,7.481818011776864,82.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
66.63,3,0,0,28,1,59,1,2.379642772155615,33.315,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8.24,19,0,0,50,2,61,0,0.16479999670400008,2.7466666666666666,0,0,0,0,0,1,0,0,0,0,1,0,0,0
50.2,23,0,0,74,1,33,0,0.6783783692111032,25.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9.75,16,1,0,46,4,62,0,0.21195651713138008,1.95,1,1,0,0,1,0,0,0,0,1,0,0,0,0
220.74,2,0,0,47,0,46,1,4.696595644753285,220.74,0,0,0,0,0,0,1,0,0,0,0,0,1,0
101.17,23,0,0,63,2,64,0,1.6058729903829685,33.723333333333336,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292.04,15,0,0,54,4,55,0,5.408148047997259,58.408,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11.15,3,0,0,35,4,59,1,0.31857141946938805,2.23,0,0,0,1,0,0,1,0,0,0,0,0,1,0
153.38,4,0,0,94,3,23,1,1.6317021103010414,38.345,0,0,0,0,0,0,0,1,0,0,0,0,1,0
110.85,11,0,0,98,0,32,0,1.1311224374375262,110.85,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18.53,1,0,0,36,3,57,1,0.5147222079243832,4.6325,0,0,0,1,0,0,0,0,1,0,0,0,1,0
131.88,20,1,0,27,3,67,0,4.884444263539101,32.97,1,1,0,1,0,0,0,0,1,0,1,0,0,0
45.92,20,0,0,40,1,59,0,1.1479999713000009,22.96,0,0,0,0,0,1,0,0,0,0,1,0,0,0
91.49,15,0,0,80,1,33,0,1.1436249857046876,45.745,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6.77,0,0,0,87,2,26,1,0.07781609105958516,2.2566666666666664,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6.73,22,0,0,83,0,30,0,0.08108433637247789,6.73,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7.22,18,0,0,76,5,37,0,0.09499999875000002,1.2033333333333334,0,0,0,0,0,0,1,0,0,0,1,0,0,0
426.44,13,1,0,28,1,31,0,15.229999456071447,213.22,1,1,0,1,1,0,0,0,0,1,0,0,0,0
123.45,0,1,0,27,0,30,1,4.572222052880664,123.45,1,1,0,1,1,0,0,0,0,0,0,0,1,1
134.12,10,0,0,90,3,18,0,1.4902222056641978,33.53,0,0,0,0,1,0,0,0,0,0,0,1,0,0
155.33,8,0,0,56,2,31,0,2.7737499504687513,51.77666666666667,0,0,0,0,0,0,0,0,1,0,0,1,0,0
618.23,1,0,0,78,4,38,1,7.926025539409929,123.646,0,0,1,0,0,1,0,0,0,0,0,0,1,0
388.28,2,0,0,68,3,18,1,5.709999916029413,97.07,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4.3,23,1,0,77,2,36,0,0.05584415511890708,1.4333333333333333,1,1,0,0,0,0,1,0,0,0,1,0,0,0
126.62,23,0,0,40,2,23,0,3.1654999208625023,42.20666666666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0
314.19,12,0,0,98,3,65,0,3.2060203754487717,78.5475,0,0,0,0,1,0,0,0,0,1,0,0,0,0
193.6,4,0,0,90,1,32,1,2.151111087209877,96.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
65.09,4,0,0,26,1,50,1,2.50346144217456,32.545,0,0,0,1,0,0,0,1,0,0,0,0,1,0
92.77,19,0,0,41,2,68,0,2.262682871641881,30.923333333333332,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15.69,13,0,0,61,2,54,0,0.25721311053749,5.2299999999999995,0,0,0,0,1,0,0,0,0,1,0,0,0,0
305.91,15,0,0,47,4,64,0,6.508723265771846,61.182,0,0,0,0,1,0,0,0,0,1,0,0,0,0
182.11,23,0,0,94,2,41,0,1.9373404049219107,60.70333333333334,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25.85,18,0,0,38,3,69,0,0.6802631399930753,6.4625,0,0,0,1,0,0,0,0,1,0,1,0,0,0
229.21,5,0,0,65,0,43,1,3.5263076380568057,229.21,0,0,0,0,1,0,0,0,0,0,0,0,1,0
124.99,22,0,0,58,1,29,0,2.1549999628448284,62.495,0,0,0,0,0,0,0,0,1,0,1,0,0,0
262.8,12,0,0,67,4,50,0,3.9223880011583883,52.56,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12.76,1,0,0,31,6,58,1,0.4116128899479713,1.8228571428571427,0,0,0,1,1,0,0,0,0,0,0,0,1,1
132.15,21,0,0,52,1,41,0,2.5413461049741137,66.075,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45.79,10,0,0,40,0,61,0,1.1447499713812508,45.79,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180.82,15,0,0,76,2,20,0,2.3792104950103883,60.27333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0
121.0,12,0,0,90,2,47,0,1.344444429506173,40.333333333333336,0,0,0,0,0,1,0,0,0,1,0,0,0,0
304.66,4,0,0,81,5,48,1,3.761234521466241,50.77666666666667,0,0,0,0,0,0,0,1,0,0,0,0,1,0
172.27,8,0,0,44,7,68,0,3.9152271837448374,21.53375,0,0,0,0,0,0,0,0,1,0,0,1,0,0
65.07,1,0,0,34,2,18,1,1.913823473122839,21.689999999999998,0,0,0,1,0,0,0,1,0,0,0,0,1,0
154.27,16,1,0,59,0,47,0,2.6147457183941407,154.27,1,1,0,0,0,0,1,0,0,1,0,0,0,0
458.56,18,1,0,66,4,59,0,6.947878682607899,91.712,1,1,0,0,0,0,0,1,0,0,1,0,0,0
23.68,10,0,0,95,0,65,0,0.24926315527091417,23.68,0,0,0,0,0,0,0,1,0,0,0,1,0,0
157.61,16,0,0,54,2,44,0,2.9187036496536365,52.53666666666667,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152.28,3,0,0,37,2,49,1,4.115675564441201,50.76,0,0,0,1,0,0,1,0,0,0,0,0,1,0
161.23,16,0,0,78,1,66,0,2.067051255550625,80.615,0,0,0,0,0,0,0,0,1,1,0,0,0,0
84.1,3,0,0,85,3,21,1,0.989411753065744,21.025,0,0,0,0,0,0,1,0,0,0,0,0,1,0
420.71,12,1,0,72,3,19,0,5.843194363288967,105.1775,1,1,0,0,0,0,1,0,0,1,0,0,0,0
285.42,20,0,0,77,4,66,0,3.7067531986135953,57.084,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20.85,3,0,0,97,3,61,1,0.21494845139228402,5.2125,0,0,0,0,0,0,1,0,0,0,0,0,1,0
175.39,22,1,0,95,0,25,0,1.8462105068819945,175.39,1,1,0,0,1,0,0,0,0,0,1,0,0,0
680.38,17,0,0,83,3,32,0,8.197349298827117,170.095,0,0,1,0,0,0,0,0,1,1,0,0,0,0
25.39,11,0,0,39,3,18,0,0.6510256243326763,6.3475,0,0,0,1,0,0,1,0,0,0,0,1,0,0
196.38,1,0,0,46,2,60,1,4.269130341975427,65.46,0,0,0,0,0,0,1,0,0,0,0,0,1,0
104.43,17,0,0,32,0,61,0,3.2634373980175817,104.43,0,0,0,1,0,0,1,0,0,1,0,0,0,0
183.59,3,0,0,86,1,18,1,2.134767417037588,91.795,0,0,0,0,0,0,0,0,1,0,0,0,1,0
363.53,18,0,0,70,2,48,0,5.193285640095919,121.17666666666666,0,0,0,0,0,0,0,1,0,0,1,0,0,0
138.87,12,0,0,59,2,46,0,2.353728773665614,46.29,0,0,0,0,0,1,0,0,0,1,0,0,0,0
126.24,7,0,0,66,1,25,0,1.912727243746557,63.12,0,0,0,0,1,0,0,0,0,0,0,1,0,0
185.34,4,0,0,72,3,68,1,2.5741666309143523,46.335,0,0,0,0,0,0,0,1,0,0,0,0,1,0
214.34,3,0,0,36,2,27,1,5.953888723503091,71.44666666666667,0,0,0,1,0,1,0,0,0,0,0,0,1,0
243.6,10,0,0,39,2,32,0,6.24615368599606,81.2,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1027.58,4,0,0,91,2,51,1,11.292087787999035,342.52666666666664,0,0,1,0,0,0,0,0,1,0,0,0,1,0
61.13,23,0,1,73,6,67,0,0.8373972488027774,8.732857142857144,1,1,0,0,0,1,0,0,0,0,1,0,0,0
59.96,2,0,0,36,0,44,1,1.6655555092901249,59.96,0,0,0,1,0,1,0,0,0,0,0,0,1,0
229.81,3,0,0,85,8,65,1,2.7036470270159176,25.534444444444446,0,0,0,0,0,1,0,0,0,0,0,0,1,0
266.14,8,1,0,28,5,68,0,9.504999660535725,44.35666666666666,1,1,0,1,0,0,1,0,0,0,0,1,0,1
33.36,13,0,0,75,2,44,0,0.4447999940693334,11.12,0,0,0,0,0,0,1,0,0,1,0,0,0,0
196.05,11,0,0,43,0,55,0,4.559302219551112,196.05,0,0,0,0,1,0,0,0,0,0,0,1,0,0
78.83,0,0,0,61,2,42,1,1.2922950607820483,26.276666666666667,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15.77,0,0,0,71,0,53,1,0.22211267292799053,15.77,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24.38,7,0,0,82,5,27,0,0.29731706954491377,4.0633333333333335,0,0,0,0,0,1,0,0,0,0,0,1,0,0
165.42,19,0,0,50,2,25,0,3.308399933832001,55.13999999999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0
366.82,19,0,0,29,1,56,0,12.64896508107017,183.41,0,0,0,1,0,0,0,0,1,0,1,0,0,0
560.82,19,0,0,85,3,56,0,6.597882275319033,140.205,0,0,1,0,0,0,1,0,0,0,1,0,0,0
87.32,8,0,0,84,3,50,0,1.0395237971485263,21.83,0,0,0,0,1,0,0,0,0,0,0,1,0,0
97.55,11,0,0,58,2,47,0,1.681896522725922,32.516666666666666,0,0,0,0,0,0,0,1,0,0,0,1,0,0
67.81,0,0,0,65,2,44,1,1.0432307531810654,22.603333333333335,0,0,0,0,0,0,0,0,1,0,0,0,1,0
425.88,12,0,0,52,0,19,0,8.189999842500002,425.88,0,0,0,0,0,0,0,1,0,1,0,0,0,0
117.95,4,0,0,32,1,37,1,3.685937384814457,58.975,0,0,0,1,0,0,0,1,0,0,0,0,1,0
442.84,5,1,0,27,3,68,1,16.401480874019224,110.71,1,1,0,1,0,0,0,0,1,0,0,0,1,0
67.58,5,0,0,39,2,34,1,1.7328204683892188,22.526666666666667,0,0,0,1,0,0,1,0,0,0,0,0,1,0
630.45,5,0,0,27,0,38,1,23.349999135185218,630.45,0,0,1,1,0,1,0,0,0,0,0,0,1,0
244.04,22,0,0,26,2,43,0,9.386153485147942,81.34666666666666,0,0,0,1,0,1,0,0,0,0,1,0,0,0
244.36,2,0,1,72,2,51,1,3.393888841751544,81.45333333333333,1,1,0,0,0,1,0,0,0,0,0,0,1,0
320.41,9,0,0,74,3,44,0,4.329864806353179,80.1025,0,0,0,0,0,1,0,0,0,0,0,1,0,0
207.29,16,0,0,66,3,27,0,3.1407575281703406,51.8225,0,0,0,0,0,1,0,0,0,1,0,0,0,0
342.51,0,0,0,61,3,60,1,5.61491794073905,85.6275,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42.05,1,0,0,87,0,55,1,0.4833333277777778,42.05,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42.22,12,0,0,59,2,46,0,0.7155932082102846,14.073333333333332,0,0,0,0,0,0,0,1,0,1,0,0,0,0
359.99,8,0,1,75,4,57,0,4.799866602668446,71.998,1,1,0,0,0,1,0,0,0,0,0,1,0,0
38.74,20,0,0,30,2,57,0,1.2913332902888903,12.913333333333334,0,0,0,1,0,0,0,1,0,0,1,0,0,0
123.09,5,1,0,33,3,23,1,3.7299998869697006,30.7725,1,1,0,1,0,1,0,0,0,0,0,0,1,0
11.48,11,0,0,84,2,30,0,0.13666666503968256,3.8266666666666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0
73.94,22,0,1,74,2,53,0,0.9991891756866328,24.646666666666665,1,1,0,0,0,0,1,0,0,0,1,0,0,0
222.0,1,0,0,50,2,27,1,4.439999911200002,74.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
316.77,10,0,0,28,3,60,0,11.313213881670931,79.1925,0,0,0,1,0,0,0,1,0,0,0,1,0,0
95.34,14,0,1,61,3,57,0,1.5629507940499872,23.835,1,1,0,0,0,1,0,0,0,1,0,0,0,0
49.78,8,0,0,74,1,28,0,0.6727026936121258,24.89,0,0,0,0,1,0,0,0,0,0,0,1,0,0
